;Sample01;Sample02;Sample03;Sample04;Sample05;Sample06;Sample07;Sample08;Sample09;Sample10;Sample11;Sample12;Sample13;Sample14;Sample15;Sample16;Sample17;Sample18;Sample19;Sample20;Sample21;Sample22;Sample23;Sample24;Sample25;Sample26;Sample27;Sample28;Sample29;Sample30;Sample31;Sample32;Sample33;Sample34;Sample35;Sample36;Sample37;Sample38;Sample39;Sample40;Sample41;Sample42;Sample43;Sample44;Sample45;Sample46;Sample47;Sample48;Sample49;Sample50;Sample51;Sample52;Sample53;Sample54;Sample55;Sample56;Sample57;Sample58;Sample59;Sample60;Sample61;Sample62;Sample63;Sample64;Sample65;Sample66;Sample67;Sample68;Sample69;Sample70;Sample71;Sample72;Sample73;Sample74;Sample75;Sample76;Sample77;Sample78;Sample79;Sample80;Sample81;Sample82;Sample83;Sample84;Sample85;Sample86;Sample87;Sample88;Sample89;Sample90;Sample91;Sample92;Sample93;Sample94;Sample95;Sample96;Sample97;Sample98;Sample99;Sample100;Sample101;Sample102;Sample103;Sample104;Sample105;Sample106;Sample107;Sample108;Sample109;Sample110;Sample111;Sample112;Sample113;Sample114;Sample115;Sample116;Sample117;Sample118;Sample119;Sample120;Sample121;Sample122;Sample123;Sample124;Sample125;Sample126;Sample127;Sample128;Sample129;Sample130;Sample131;Sample132;Sample133;Sample134;Sample135;Sample136;Sample137;Sample138;Sample139;Sample140;Sample141;Sample142;Sample143;Sample144;Sample145;Sample146;Sample147;Sample148;Sample149;Sample150;Sample151;Sample152;Sample153;Sample154;Sample155;Sample156;Sample157;Sample158;Sample159;Sample160;Sample161;Sample162;Sample163;Sample164;Sample165;Sample166;Sample167;Sample168;Sample169;Sample170;Sample171;Sample172;Sample173;Sample174;Sample175;Sample176;Sample177;Sample178;Sample179;Sample180;Sample181;Sample182;Sample183;Sample184;Sample185;Sample186;Sample187;Sample188;Sample189;Sample190;Sample191;Sample192;Sample193;Sample194;Sample195;Sample196;Sample197;Sample198;Sample199;Sample200;Sample201;Sample202;Sample203;Sample204;Sample205;Sample206;Sample207;Sample208;Sample209;Sample210;Sample211;Sample212;Sample213;Sample214;Sample215;Sample216
Sample186;0.986864;0.980277;0.98657;0.974229;0.988451;0.972564;0.981695;0.992329;0.983158;0.987076;0.985509;0.98718;0.970792;0.979815;0.986416;0.98954;0.989395;0.980868;0.987925;0.97325;0.983849;0.974202;0.985398;0.972135;0.967109;0.988057;0.985336;0.984127;0.954904;0.977315;0.97189;0.964354;0.983372;0.991498;0.978037;0.965366;0.972026;0.982108;0.975352;0.974611;0.977366;0.987796;0.981294;0.978713;0.989826;0.975617;0.9802;0.980975;0.992633;0.98299;0.981822;0.985247;0.983463;0.985134;0.982848;0.982332;0.978867;0.976014;0.976469;0.973334;0.973828;0.984793;0.98375;0.983333;0.978484;0.976892;0.975147;0.979917;0.977152;0.973569;0.985384;0.994632;0.992065;0.989113;0.988828;0.994229;0.980319;0.978319;0.974439;0.990606;0.998041;0.986666;0.976857;0.98318;0.999156;0.984327;0.98568;0.984374;0.982542;0.983376;0.981056;0.982874;0.977987;0.979135;0.980593;0.979568;0.982643;0.982346;0.977015;0.980661;0.983129;0.986622;0.984406;0.981226;0.98109;0.985214;0.989399;0.984333;0.983489;0.979174;0.990851;0.986508;0.984666;0.992718;0.991578;0.989368;0.983197;0.985896;0.984313;0.983496;0.985564;0.975961;0.977783;0.974911;0.971487;0.971094;0.97792;0.97816;0.974942;0.980351;0.977841;0.976311;0.995347;0.995571;0.995609;0.993554;0.99217;0.991738;0.99467;0.993879;0.99463;0.994177;0.994002;0.99607;0.995281;0.994323;0.995656;0.995225;0.996421;0.995617;0.9425;0.924953;0.924193;0.955803;0.931395;0.945457;0.918849;0.886733;0.974603;0.975209;0.993016;0.932323;0.949684;0.948113;0.950925;0.970042;0.946086;0.925748;0.975841;0.94825;0.88753;0.94509;0.905851;0.975735;0.970496;0.978399;0.970103;0.976065;0.993848;0.944914;0.94777;0.958753;0.963727;0.651005;0.480919;0;0.823374;0.996649;0.978723;0.944362;0.983017;0.986663;0.973946;0.978233;0.972155;0.987433;0.952482;0.990253;0.996477;0.996664;0.994935;0.976556;0.962988;0.982107;0.998731;0.998037;0.999859;0.934959;0.951136;0.944179;0.946789;0.946225;0.939297;0.954051;0.956487;0.970106
Sample187;0.993826;0.990328;0.99055;0.990138;0.995765;0.988237;0.990278;0.994414;0.993737;0.993702;0.992852;0.992474;0.988561;0.993293;0.992987;0.991015;0.995027;0.988194;0.992724;0.988223;0.990785;0.990008;0.993972;0.984999;0.988272;0.994126;0.994319;0.99525;0.988127;0.991575;0.98699;0.981536;0.992635;0.992801;0.99058;0.98823;0.987903;0.987714;0.985807;0.986613;0.984148;0.992968;0.989201;0.949367;0.989148;0.981897;0.989197;0.989753;0.988107;0.990321;0.988393;0.99204;0.988864;0.991437;0.986545;0.987663;0.983584;0.987581;0.975425;0.985343;0.989191;0.991085;0.989738;0.988303;0.981701;0.96783;0.988586;0.981349;0.949791;0.962448;0.9828;0.991894;0.932529;0.973502;0.949401;0.992009;0.96764;0.987733;0.987525;0.95704;0.991852;0.987789;0.98512;0.988742;0.981868;0.97877;0.97615;0.978172;0.98488;0.985908;0.988604;0.98531;0.986964;0.987734;0.986918;0.989446;0.980872;0.981315;0.985862;0.952216;0.978585;0.98969;0.959846;0.967368;0.984608;0.980045;0.992919;0.994099;0.986004;0.972689;0.990492;0.987716;0.990127;0.990104;0.989911;0.987318;0.990828;0.992232;0.985921;0.974023;0.992186;0.987978;0.987757;0.987624;0.986596;0.989772;0.988131;0.988553;0.987723;0.988609;0.988585;0.988789;0.980944;0.995653;0.97801;0.994725;0.988548;0.992895;0.993523;0.996555;0.99699;0.992787;0.993942;0.998211;0.96462;0.986627;0.997623;0.997317;0.988654;0.977758;0.926561;0.974573;0.949808;0.957474;0.934624;0.927941;0.937703;0.913754;0.866851;0.971148;0.991625;0.942295;0.983487;0.979179;0.979621;0.969536;0.956424;0.949366;0.978581;0.956675;0.908538;0.946991;0.893295;0.92213;0.899385;0.938087;0.978316;0.91908;0.898308;0.910891;0.916693;0.87114;0.866634;0.794574;0.813709;0.823374;0;0.89608;0.964627;0.975635;0.886106;0.87808;0.982583;0.963165;0.986729;0.988926;0.979067;0.961481;0.951314;0.979586;0.876668;0.911761;0.95477;0.987725;0.998664;0.99961;0.999932;0.98888;0.989852;0.987858;0.990934;0.989836;0.990036;0.987934;0.991067;0.990934
Sample188;0.999093;0.998941;0.998961;0.998876;0.999655;0.998495;0.998604;0.998789;0.999281;0.999707;0.999255;0.998406;0.998549;0.998519;0.998841;0.999635;0.999345;0.999059;0.999633;0.999325;0.999384;0.997043;0.999806;0.998041;0.997032;0.999645;0.998642;0.999191;0.997346;0.997286;0.996566;0.99415;0.999465;0.997632;0.998509;0.999531;0.998699;0.994899;0.996557;0.98741;0.989112;0.992939;0.995924;0.941575;0.972812;0.984743;0.997335;0.99422;0.991137;0.998024;0.994071;0.994546;0.995524;0.99666;0.948963;0.991356;0.989844;0.995765;0.9801;0.991973;0.997539;0.978946;0.997716;0.998082;0.972834;0.973196;0.995988;0.986745;0.925758;0.940324;0.978853;0.986263;0.881007;0.962759;0.916991;0.988314;0.979014;0.997154;0.997826;0.907107;0.956726;0.993136;0.99249;0.997648;0.818645;0.982778;0.978138;0.978698;0.989892;0.989446;0.993539;0.989985;0.990205;0.992029;0.99331;0.994742;0.971091;0.982547;0.991587;0.954112;0.983779;0.999551;0.963412;0.973782;0.99288;0.988752;0.999685;0.999457;0.994049;0.979274;0.99718;0.997572;0.998179;0.986631;0.994914;0.991137;0.999254;0.996922;0.991656;0.972654;0.998394;0.991862;0.994696;0.993578;0.99337;0.997861;0.998115;0.998183;0.997998;0.998151;0.997472;0.998278;0.98795;0.997247;0.986288;0.995184;0.986315;0.992145;0.992141;0.997928;0.999292;0.994918;0.997244;0.999583;0.986483;0.986813;0.999462;0.998187;0.845723;0.841939;0.878829;0.938527;0.920514;0.935102;0.954504;0.915249;0.936914;0.942203;0.990696;0.972938;0.980849;0.944126;0.995398;0.990788;0.988324;0.992767;0.990777;0.961369;0.967661;0.978661;0.983755;0.986709;0.923406;0.868918;0.868554;0.898861;0.97736;0.872615;0.974949;0.992834;0.993926;0.992237;0.989655;0.985988;0.989086;0.996649;0.89608;0;0.905882;0.985533;0.979974;0.984694;0.983454;0.98095;0.997945;0.978641;0.961748;0.856639;0.485419;0.803406;0.782862;0.86594;0.964705;0.992646;0.999404;0.999521;0.999649;0.997137;0.996981;0.996589;0.997445;0.997172;0.997374;0.991387;0.993148;0.991114
Sample189;0.907102;0.847191;0.794558;0.871397;0.861617;0.83707;0.831302;0.91635;0.890129;0.873437;0.914277;0.868568;0.872432;0.864542;0.858414;0.876906;0.870824;0.894012;0.845141;0.871385;0.816997;0.87027;0.928697;0.862303;0.869347;0.894229;0.904812;0.87157;0.84701;0.866837;0.817045;0.851404;0.868794;0.885289;0.818677;0.816184;0.875779;0.815505;0.725009;0.84656;0.910896;0.833848;0.777264;0.816744;0.881509;0.873527;0.706839;0.756841;0.940786;0.753797;0.738931;0.83992;0.793809;0.832302;0.765851;0.822358;0.937064;0.768385;0.753498;0.775299;0.863808;0.861958;0.876665;0.745102;0.808739;0.803526;0.826827;0.728185;0.757684;0.772309;0.808245;0.982933;0.937315;0.957065;0.94062;0.984092;0.745195;0.803423;0.770094;0.944452;0.988696;0.728057;0.75774;0.689292;0.98857;0.844943;0.856777;0.848561;0.878617;0.866179;0.913788;0.837862;0.857919;0.85297;0.839613;0.874393;0.828784;0.849005;0.838141;0.723014;0.737682;0.915498;0.727937;0.809951;0.703105;0.726873;0.72732;0.934379;0.798977;0.758848;0.955889;0.901096;0.889574;0.984554;0.977462;0.954232;0.833728;0.773597;0.871907;0.835768;0.792762;0.876514;0.814485;0.861321;0.856268;0.924848;0.775458;0.771586;0.7973;0.75207;0.798368;0.772023;0.946704;0.960589;0.954467;0.94673;0.945573;0.947872;0.960959;0.951346;0.957232;0.953042;0.948842;0.967278;0.967656;0.958485;0.974769;0.971826;0.93685;0.888128;0.84866;0.861355;0.883254;0.894515;0.840152;0.799068;0.736686;0.766706;0.932345;0.88635;0.961838;0.950558;0.827307;0.855282;0.815975;0.881922;0.870423;0.936464;0.797559;0.702593;0.806903;0.790807;0.806638;0.857713;0.807054;0.798888;0.864255;0.769469;0.989698;0.901836;0.865013;0.900466;0.915502;0.909788;0.945959;0.978723;0.964627;0.905882;0;0.904405;0.970737;0.955198;0.886418;0.975372;0.947966;0.951165;0.945131;0.818552;0.914397;0.90656;0.908852;0.871612;0.858766;0.905951;0.99892;0.99945;0.999574;0.84533;0.838613;0.825153;0.864839;0.840475;0.868599;0.896311;0.918039;0.91168
Sample190;0.958688;0.922433;0.926244;0.909649;0.94675;0.912139;0.889879;0.961746;0.942166;0.94463;0.951806;0.950506;0.910231;0.948296;0.941264;0.962238;0.953449;0.928476;0.939665;0.898825;0.923506;0.93039;0.942337;0.893873;0.915986;0.935085;0.93746;0.96254;0.911601;0.927064;0.87087;0.901769;0.931576;0.968083;0.906852;0.895503;0.915713;0.924582;0.900415;0.914482;0.938213;0.944515;0.90221;0.902209;0.9602;0.921308;0.90342;0.906984;0.970081;0.914831;0.922914;0.950631;0.924096;0.938754;0.901517;0.929771;0.930583;0.893514;0.89653;0.88649;0.908097;0.942442;0.937826;0.902452;0.919103;0.921659;0.927049;0.910054;0.916556;0.926539;0.946078;0.979635;0.974809;0.965988;0.962505;0.981623;0.899927;0.903767;0.900092;0.971413;0.996919;0.904642;0.889542;0.903474;0.999092;0.93635;0.943981;0.942642;0.938142;0.937964;0.935138;0.929155;0.928212;0.92971;0.930315;0.939613;0.931982;0.928082;0.920458;0.904958;0.912466;0.948429;0.916036;0.903489;0.904127;0.906718;0.92613;0.979698;0.910956;0.89973;0.983128;0.950594;0.956071;0.976014;0.981601;0.977903;0.927309;0.939293;0.9374;0.9384;0.936049;0.92304;0.919313;0.922553;0.919112;0.919598;0.902076;0.905543;0.901409;0.900415;0.894661;0.89653;0.964772;0.976933;0.976347;0.971522;0.971021;0.971887;0.976159;0.980972;0.981416;0.982231;0.980349;0.983733;0.984576;0.979352;0.984346;0.984106;0.963222;0.961668;0.905178;0.861809;0.864854;0.904519;0.887751;0.885621;0.89507;0.88778;0.933783;0.919681;0.912918;0.947234;0.872957;0.873974;0.847492;0.885758;0.895334;0.945954;0.899292;0.884752;0.911203;0.864192;0.87449;0.912897;0.906756;0.902642;0.916894;0.89729;0.987252;0.879078;0.887105;0.91301;0.933124;0.914271;0.935988;0.944362;0.975635;0.985533;0.904405;0;0.974662;0.975339;0.888957;0.974831;0.902294;0.950128;0.936563;0.946125;0.976556;0.967189;0.96926;0.936695;0.927318;0.98388;0.998944;0.99934;0.999625;0.94029;0.938661;0.929016;0.944991;0.938957;0.943835;0.900995;0.921663;0.925164
Sample191;0.998344;0.996875;0.999006;0.99682;0.997404;0.996022;0.997172;0.99906;0.997682;0.998968;0.999043;0.9975;0.996633;0.999018;0.999092;0.999209;0.997438;0.995434;0.999087;0.995705;0.998686;0.99683;0.999018;0.996635;0.99606;0.999156;0.999141;0.999062;0.996812;0.997334;0.997316;0.995035;0.998842;0.9991;0.998965;0.995768;0.995284;0.998086;0.995872;0.997669;0.997058;0.99632;0.998505;0.996809;0.99563;0.991284;0.995371;0.995058;0.99893;0.986553;0.991999;0.995826;0.995659;0.991628;0.992873;0.987482;0.99728;0.994784;0.992631;0.995487;0.996418;0.993074;0.992848;0.994398;0.995178;0.996235;0.994486;0.994748;0.995519;0.996313;0.99881;0.996885;0.986435;0.987485;0.986702;0.996168;0.992535;0.996168;0.995358;0.989849;0.995436;0.995285;0.995019;0.995553;0.993361;0.996905;0.997742;0.997632;0.998107;0.998179;0.9943;0.99789;0.998121;0.997919;0.997633;0.997774;0.995976;0.997689;0.997356;0.99384;0.993978;0.995195;0.994395;0.993373;0.994524;0.994405;0.995408;0.949646;0.994532;0.993877;0.994185;0.996512;0.997719;0.973697;0.975607;0.985712;0.997256;0.996657;0.997081;0.997706;0.995231;0.996923;0.994565;0.998082;0.996672;0.995721;0.996208;0.996292;0.996037;0.995432;0.99524;0.995082;0.99841;0.999238;0.99803;0.99906;0.998735;0.998906;0.996226;0.998788;0.999183;0.998776;0.999042;0.999249;0.999099;0.999007;0.999547;0.999237;0.953364;0.954938;0.980107;0.961759;0.991306;0.960282;0.988826;0.989823;0.984748;0.986097;0.866619;0.995518;0.976068;0.789755;0.992634;0.992796;0.98633;0.971987;0.967196;0.963421;0.934708;0.957133;0.988835;0.938985;0.978887;0.993029;0.982117;0.967576;0.990657;0.967403;0.862906;0.880265;0.888848;0.838401;0.847503;0.984018;0.989334;0.983017;0.886106;0.979974;0.970737;0.974662;0;0.889253;0.96637;0.971667;0.995543;0.952933;0.930789;0.968107;0.963611;0.953689;0.964608;0.990034;0.976256;0.980469;0.99858;0.998942;0.99943;0.998477;0.997545;0.997127;0.997565;0.997101;0.997492;0.996393;0.997814;0.998151
Sample192;0.983447;0.991963;0.977679;0.973134;0.97831;0.983511;0.99152;0.997269;0.990579;0.996231;0.993258;0.980513;0.973998;0.993845;0.996457;0.979566;0.995682;0.994039;0.985874;0.988077;0.983613;0.978005;0.991975;0.978087;0.980241;0.996734;0.992853;0.996118;0.977382;0.991079;0.974825;0.986841;0.977869;0.996773;0.97647;0.987475;0.991757;0.981052;0.969871;0.970825;0.983329;0.970057;0.973846;0.95251;0.983349;0.968041;0.991322;0.986869;0.985529;0.947145;0.95738;0.984609;0.979603;0.977983;0.974754;0.91898;0.942561;0.977332;0.971625;0.974715;0.979436;0.937146;0.949625;0.977306;0.976287;0.96761;0.982204;0.972688;0.966326;0.967143;0.979053;0.982287;0.939074;0.925939;0.927618;0.984361;0.963553;0.989192;0.982105;0.945934;0.982037;0.983769;0.985553;0.978407;0.997402;0.972295;0.970856;0.977786;0.983058;0.972807;0.989814;0.973194;0.982807;0.984061;0.986768;0.98769;0.970498;0.971859;0.984657;0.917288;0.960444;0.95689;0.944424;0.951815;0.968521;0.941252;0.97058;0.957752;0.950295;0.932123;0.963665;0.959682;0.98974;0.939557;0.955223;0.941587;0.960025;0.959166;0.958026;0.951092;0.962644;0.976939;0.987452;0.983304;0.978316;0.975206;0.978727;0.982182;0.98207;0.984852;0.982884;0.985874;0.975624;0.984717;0.977305;0.978987;0.979658;0.977661;0.980178;0.988481;0.988996;0.987686;0.988287;0.988507;0.988495;0.982875;0.983784;0.990115;0.988913;0.984598;0.963965;0.974673;0.969622;0.972328;0.944639;0.941024;0.944221;0.953556;0.765187;0.962371;0.970875;0.971759;0.957963;0.965858;0.963619;0.930293;0.918008;0.985981;0.919998;0.923719;0.964231;0.896978;0.948642;0.969278;0.960694;0.961212;0.975495;0.948383;0.889829;0.897444;0.919772;0.868409;0.851538;0.965926;0.98261;0.986663;0.87808;0.984694;0.955198;0.975339;0.889253;0;0.935382;0.931213;0.944461;0.933685;0.979313;0.971426;0.982386;0.984707;0.977853;0.954669;0.938981;0.953986;0.998735;0.999563;0.999941;0.981866;0.979425;0.977728;0.980172;0.980248;0.981171;0.978148;0.977942;0.97837
Sample193;0.957713;0.930711;0.91184;0.896072;0.940151;0.894084;0.921931;0.946444;0.933666;0.918019;0.954211;0.927209;0.880884;0.926371;0.897015;0.934661;0.962927;0.91904;0.913652;0.88849;0.89936;0.920876;0.924696;0.886801;0.902047;0.922063;0.942373;0.943229;0.901593;0.894044;0.885373;0.88593;0.876737;0.94478;0.884565;0.890719;0.902031;0.901443;0.884542;0.890651;0.922632;0.925977;0.893427;0.889725;0.944369;0.922764;0.8903;0.890651;0.973382;0.887287;0.881727;0.909582;0.868478;0.904431;0.874281;0.884085;0.898405;0.862398;0.870962;0.849961;0.869823;0.903606;0.913951;0.872809;0.887172;0.888083;0.893662;0.873331;0.874837;0.879619;0.917706;0.977863;0.970927;0.964982;0.952078;0.977411;0.884646;0.88708;0.88257;0.967974;0.995879;0.889235;0.860326;0.880514;0.999363;0.903922;0.920407;0.918659;0.904535;0.908787;0.914312;0.894499;0.911362;0.902952;0.899952;0.920235;0.91016;0.888673;0.886335;0.885407;0.899194;0.918068;0.898229;0.88927;0.887347;0.885918;0.910863;0.963234;0.889011;0.879535;0.965424;0.919827;0.94894;0.964929;0.966608;0.960928;0.895585;0.907501;0.90099;0.904629;0.91787;0.882598;0.881171;0.884124;0.879321;0.884405;0.867729;0.872298;0.871758;0.880743;0.873057;0.877177;0.973512;0.979947;0.980117;0.977072;0.976691;0.977592;0.971682;0.979095;0.980768;0.981311;0.980714;0.984138;0.982149;0.975859;0.978097;0.981305;0.950669;0.954664;0.935604;0.893953;0.9338;0.917794;0.904715;0.907986;0.89905;0.900854;0.88865;0.885995;0.962006;0.945236;0.874761;0.881205;0.873758;0.875799;0.871081;0.94057;0.840085;0.83211;0.901703;0.841366;0.86698;0.886001;0.88368;0.888424;0.902024;0.890766;0.992674;0.90548;0.887323;0.902722;0.910938;0.873141;0.940388;0.973946;0.982583;0.983454;0.886418;0.888957;0.96637;0.935382;0;0.968996;0.906004;0.920732;0.916989;0.947585;0.971711;0.956538;0.966511;0.913506;0.893769;0.976586;0.999245;0.999418;0.99955;0.948215;0.944567;0.933586;0.949993;0.942646;0.950025;0.928099;0.943801;0.937828
Sample194;0.99391;0.992269;0.998333;0.990316;0.995941;0.991348;0.994652;0.998729;0.993201;0.999287;0.994839;0.996659;0.986818;0.99351;0.999218;0.998522;0.996425;0.995036;0.997717;0.992532;0.997008;0.991429;0.999298;0.993301;0.990947;0.999031;0.995931;0.995589;0.987803;0.993701;0.983973;0.990039;0.991755;0.998536;0.99589;0.994289;0.993707;0.994732;0.991458;0.988319;0.989522;0.995547;0.99553;0.975692;0.992101;0.975926;0.990827;0.994846;0.990745;0.966471;0.986456;0.994661;0.996971;0.993068;0.995516;0.973389;0.981228;0.988133;0.981339;0.986658;0.989753;0.948679;0.983833;0.992204;0.981818;0.97548;0.985664;0.98657;0.977845;0.97341;0.986439;0.972433;0.932021;0.938953;0.922557;0.980349;0.974389;0.992322;0.986432;0.947613;0.99341;0.994699;0.991838;0.994536;0.995646;0.985193;0.980245;0.986354;0.990218;0.992128;0.994488;0.991131;0.992141;0.99329;0.996072;0.992004;0.988567;0.976665;0.99287;0.966555;0.982261;0.984886;0.977189;0.977838;0.988653;0.986865;0.999235;0.981665;0.986972;0.970817;0.972113;0.988216;0.995932;0.93078;0.921715;0.961119;0.984697;0.995467;0.990768;0.983681;0.985867;0.986855;0.990153;0.992634;0.989243;0.975876;0.987603;0.988969;0.987863;0.99231;0.992195;0.989142;0.990516;0.991608;0.992108;0.989201;0.989169;0.987355;0.985489;0.994291;0.993891;0.99234;0.992289;0.997515;0.993049;0.990722;0.991814;0.994746;0.990356;0.96967;0.950021;0.980342;0.968948;0.969283;0.931757;0.938714;0.931101;0.947009;0.922471;0.95285;0.979786;0.974681;0.965878;0.949828;0.956511;0.931532;0.92584;0.9887;0.929785;0.957989;0.909695;0.933044;0.942925;0.96186;0.94175;0.946681;0.967727;0.926459;0.944489;0.917266;0.955897;0.951945;0.962353;0.978125;0.981366;0.978233;0.963165;0.98095;0.975372;0.974831;0.971667;0.931213;0.968996;0;0.938634;0.868856;0.984434;0.967793;0.965092;0.965527;0.961631;0.935636;0.929771;0.781298;0.998858;0.999158;0.999855;0.985551;0.986907;0.985595;0.987037;0.98631;0.985833;0.979406;0.978293;0.983335
Sample195;0.958583;0.952666;0.961299;0.936115;0.963293;0.947713;0.933342;0.974062;0.958609;0.96871;0.950943;0.969565;0.927693;0.94386;0.962001;0.964698;0.973068;0.952889;0.960058;0.932276;0.945751;0.94967;0.978922;0.926102;0.945224;0.959494;0.96284;0.971767;0.932325;0.946173;0.889449;0.94693;0.962524;0.981339;0.938909;0.936022;0.95211;0.969608;0.94494;0.951926;0.965866;0.975417;0.941286;0.926736;0.975349;0.946398;0.944334;0.949015;0.980629;0.948815;0.947949;0.971005;0.94775;0.967324;0.952529;0.934847;0.934699;0.93055;0.932878;0.907196;0.919889;0.909962;0.932489;0.947039;0.943291;0.941711;0.932032;0.944778;0.940717;0.93049;0.955373;0.957701;0.898919;0.911149;0.885779;0.970958;0.91394;0.941148;0.930425;0.900794;0.996958;0.947544;0.938383;0.944484;0.99922;0.965447;0.966733;0.966312;0.968578;0.962942;0.970058;0.95561;0.949113;0.957349;0.962328;0.962592;0.958543;0.946398;0.949186;0.933946;0.960172;0.962646;0.960902;0.96287;0.950556;0.950901;0.976966;0.98327;0.95915;0.936272;0.959858;0.94826;0.97107;0.961926;0.963524;0.951934;0.937976;0.950926;0.965408;0.96052;0.943804;0.91617;0.943222;0.931561;0.923658;0.894355;0.922926;0.928312;0.927304;0.939486;0.935434;0.934408;0.957359;0.964458;0.972978;0.967365;0.956133;0.96679;0.946192;0.972959;0.972575;0.97396;0.972086;0.98053;0.978799;0.972924;0.972813;0.978191;0.995848;0.995953;0.942805;0.945456;0.936653;0.956082;0.886737;0.871814;0.893177;0.902005;0.934144;0.937831;0.955049;0.978633;0.860121;0.858051;0.857982;0.892811;0.885677;0.985214;0.921218;0.900717;0.923451;0.862997;0.862429;0.914511;0.897184;0.907205;0.920676;0.902813;0.993885;0.855186;0.877737;0.896673;0.928314;0.912774;0.948039;0.972155;0.986729;0.997945;0.947966;0.902294;0.995543;0.944461;0.906004;0.938634;0;0.950546;0.971921;0.980069;0.997781;0.99824;0.99404;0.941359;0.931211;0.979462;0.999122;0.99924;0.999943;0.938604;0.937515;0.931011;0.941675;0.940376;0.94194;0.909629;0.922089;0.91988
Sample196;0.99514;0.992882;0.998382;0.990462;0.996743;0.991746;0.993571;0.998994;0.994223;0.999268;0.993176;0.996249;0.990666;0.992513;0.998623;0.998844;0.996406;0.995654;0.997016;0.992587;0.995559;0.990876;0.998211;0.993473;0.989875;0.998866;0.996897;0.995507;0.992454;0.995441;0.968146;0.985712;0.994609;0.998535;0.990961;0.992587;0.99455;0.997081;0.991089;0.99219;0.996023;0.995192;0.995156;0.9912;0.981181;0.963253;0.982596;0.974825;0.988904;0.97023;0.982224;0.992051;0.994204;0.986226;0.988234;0.966185;0.951804;0.990462;0.979414;0.96527;0.975312;0.972418;0.952483;0.990785;0.973301;0.989046;0.980007;0.976859;0.976196;0.961637;0.974642;0.981765;0.952495;0.927721;0.914206;0.983611;0.968255;0.98997;0.986719;0.945652;0.986045;0.986209;0.986205;0.991416;0.992269;0.991181;0.991699;0.989682;0.994035;0.989704;0.991799;0.988582;0.989088;0.993385;0.994775;0.991171;0.981161;0.985793;0.990784;0.94203;0.987214;0.953471;0.961457;0.980763;0.977399;0.985042;0.999275;0.982304;0.976871;0.964051;0.905871;0.96893;0.989424;0.882655;0.82478;0.917725;0.9924;0.995231;0.990122;0.986889;0.991731;0.972627;0.973856;0.989548;0.987947;0.967949;0.980844;0.983218;0.981839;0.988679;0.986034;0.985798;0.993202;0.993242;0.990595;0.990493;0.988772;0.989358;0.986684;0.993145;0.993425;0.99312;0.992996;0.994182;0.988599;0.985045;0.986935;0.989572;0.908291;0.921108;0.952628;0.929846;0.971273;0.921506;0.966486;0.968874;0.945362;0.960051;0.896444;0.888076;0.93996;0.931892;0.967282;0.942514;0.93855;0.95601;0.949798;0.931197;0.872985;0.9284;0.857065;0.928572;0.932299;0.968468;0.940839;0.921669;0.960828;0.913944;0.971293;0.949142;0.970146;0.968023;0.971079;0.970443;0.98091;0.987433;0.988926;0.978641;0.951165;0.950128;0.952933;0.933685;0.920732;0.868856;0.950546;0;0.900001;0.948409;0.953729;0.921082;0.941987;0.868305;0.855288;0.968643;0.999226;0.999305;0.999402;0.98972;0.990359;0.988975;0.99177;0.990639;0.990259;0.98297;0.986762;0.988929
